financial_distress_flag,purpose_clarity,income_stability_mention,repayment_confidence,overall_sentiment,loan_idx,default_flag,grade,desc_clean
1,1,0,1,negative,204,0,B,the procedes of the 10 800 loan will be used to pay off two debts that have a higher rate and daily compounding interest rather than fixed by decreasing my interest rate exposure and converting to a fixed rate i save you have a consistant yield and everyone wins happy investing
1,5,0,5,negative,205,0,B,consolidate all high interest credit cards for one easy payment each month
1,1,0,1,negative,206,0,B,pay off credit cards for a lower monthly paymebt
0,1,0,1,neutral,207,0,A,will be used to build mini machine shop in my house equipment machines and tools and electrical if needed
0,5,1,5,positive,208,0,A,i have a budget set to pay off credit cards and want to save some money on interest i have never had any accounts in default and make my payments on time i bring home 1000 more a month than my budgeted living expenses credit card balances and interest rates capitalone 154 17 8 chase 1895 11 99 american express 7821 17 24 this loan will be used in combination with my tax return to pay off the american express card i will have the chase and capitalone payed off in 2 months i have a mortgage of 1440 and 2 car payments of 283 and 294 the income listed 5100 month is my household net income we have a gross monthly income of 7000 let me know if you need anymore information
0,5,1,5,positive,209,0,A,i need a loan to get a engine for my boat my part time commercial fisherman my job is very stable bought a house about 2 years ago i always pay my bills on time or earily i plan to use the money to repower my boat so i can continue to use it for my part time job i just want to thank all of the investors in advance if anyone has any questions feel free to ask thanks for your help
0,5,1,5,positive,210,0,A,pay off higher interest debt i am a successful professional and i always pay my debts
0,1,0,1,neutral,211,0,D,i m requesting this loan to remodel our bathroom
0,5,0,5,positive,212,0,B,greetings and thank you for taking a moment to view my loan request i will be utilizing these funds to eradicate debt and move forward with other financial goals please feel free to ask any pertinent questions and again thank you for this opportunity to better my financial future
1,5,1,5,negative,213,0,A,this loan is to pay off high interest rate credit cards wich the credit card companies have variable interest rates i am employed at north reading transportation as a cdl driver i also have not listed that i also drive limo and chauffeur work along with taxi cab driving on weekends i also work at the crane estate as a bartender have worked there since 1975 i am a go getter never late or missed payments
1,1,0,1,negative,214,0,D,this loan is needed for an unexpected legal expense your cooperation in greatly appreciated thank you
1,5,1,5,positive,215,0,A,just recently moved to a new job in chicago and utilized some credit cards to help pay for the move looking to get a better interest rate in order to pay down my debt quicker
0,5,1,5,negative,216,0,B,i m paying twice this interest rate on cards who wouldn t love to pay less interest not trying to lower the monthly payment just hand credit card companies a little bit less of my hard earned money never been late a single day and even without the loan i still won t be late or over limit
1,5,0,5,negative,217,1,C,i am getting married in october of this year and need some help paying for the wedding i have made all the deposits and have some saved up for the final expenses i am looking for a small loan to help cover the rest
1,5,0,5,negative,218,0,B,i had to move in 2012 so i bought a small house as a result i had to furnish and rehab the house which stood empty for approx 4 yrs so i want to pay off the credit cards that are not charging interest if pd by date plus a few others
1,5,0,5,negative,219,0,C,this loan will be used to consolidate my car and credit card debt into one the goal is to be debt free at the end of three years
0,5,1,5,positive,220,0,B,this loan will be utilized to consolidate higher interest bills and allow my principle debts to be paid off much quicker i have never had a late payment on my credit score even with high rates even through the recession my company s profits have only grown due to our in demand product low cost and high quality my specialized leadership position is an essential element in the continued success of our business
1,5,1,5,negative,221,1,C,my loan is to pay off credit cards i relocated and it was expensive to start my life over and for a better job i make a good living but cant seem to catch up with the credit cards as the monthly fees cut my payments right in half what i pay in credit cards will be 200 less in securing this loan i am always on time with all my credit cards and pay them with diligence i am just not making a big enough impact on driving the balances down with this option i can pay the same amount and see light at the end of the tunnel
1,3,0,2,negative,222,0,D,debt consolidation can pay current debt just looking for lower payment and to get rid of debt
1,5,0,5,positive,223,0,A,i will be using these funds to consolidate my remaining debt and also to pay for my 9 year old daughters braces the interest rate offered thru her orthodontist was higher than you offer this is my 2nd experience with lending club and i love it i will be using these funds to pay my remaining credit card debt and also to pay for my 9 year old daughters braces the rates offered here are so much better than the orthodontists office offered this is my 2nd loan through lending club and i love it
